1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 0B000000603DAC21
Is Mission Active?  true
Mission Start:  Mon Aug 21 20:41:00 MDT 2023
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  3595
Total Samples:  3595
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
8/21/23, 8:41:00 PM,C,25
8/22/23, 12:56:00 AM,C,21
8/22/23, 5:11:00 AM,C,20.5
8/22/23, 9:26:00 AM,C,27.5
8/22/23, 1:41:00 PM,C,23.5
8/22/23, 5:56:00 PM,C,18.5
8/22/23, 10:11:00 PM,C,12.5
8/23/23, 2:26:00 AM,C,10.5
8/23/23, 6:41:00 AM,C,9
8/23/23, 10:56:00 AM,C,19.5
8/23/23, 3:11:00 PM,C,17
8/23/23, 7:26:00 PM,C,15
8/23/23, 11:41:00 PM,C,12
8/24/23, 3:56:00 AM,C,11
8/24/23, 8:11:00 AM,C,12.5
8/24/23, 12:26:00 PM,C,19.5
8/24/23, 4:41:00 PM,C,20.5
8/24/23, 8:56:00 PM,C,11
8/25/23, 1:11:00 AM,C,11
8/25/23, 5:26:00 AM,C,10
8/25/23, 9:41:00 AM,C,10.5
8/25/23, 1:56:00 PM,C,14
8/25/23, 6:11:00 PM,C,11.5
8/25/23, 10:26:00 PM,C,10
8/26/23, 2:41:00 AM,C,8.5
8/26/23, 6:56:00 AM,C,7
8/26/23, 11:11:00 AM,C,15.5
8/26/23, 3:26:00 PM,C,20
8/26/23, 7:41:00 PM,C,14.5
8/26/23, 11:56:00 PM,C,10.5
8/27/23, 4:11:00 AM,C,8.5
8/27/23, 8:26:00 AM,C,9.5
8/27/23, 12:41:00 PM,C,19
8/27/23, 4:56:00 PM,C,16.5
8/27/23, 9:11:00 PM,C,10.5
8/28/23, 1:26:00 AM,C,9.5
8/28/23, 5:41:00 AM,C,7.5
8/28/23, 9:56:00 AM,C,14
8/28/23, 2:11:00 PM,C,15
8/28/23, 6:26:00 PM,C,14.5
8/28/23, 10:41:00 PM,C,9
8/29/23, 2:56:00 AM,C,6.5
8/29/23, 7:11:00 AM,C,5
8/29/23, 11:26:00 AM,C,17.5
8/29/23, 3:41:00 PM,C,20.5
8/29/23, 7:56:00 PM,C,12.5
8/30/23, 12:11:00 AM,C,9
8/30/23, 4:26:00 AM,C,7
8/30/23, 8:41:00 AM,C,9.5
8/30/23, 12:56:00 PM,C,19.5
8/30/23, 5:11:00 PM,C,20
8/30/23, 9:26:00 PM,C,12
8/31/23, 1:41:00 AM,C,9.5
8/31/23, 5:56:00 AM,C,7.5
8/31/23, 10:11:00 AM,C,13
8/31/23, 2:26:00 PM,C,22
8/31/23, 6:41:00 PM,C,19
8/31/23, 10:56:00 PM,C,12
9/1/23, 3:11:00 AM,C,9.5
9/1/23, 7:26:00 AM,C,9
9/1/23, 11:41:00 AM,C,20.5
9/1/23, 3:56:00 PM,C,20.5
9/1/23, 8:11:00 PM,C,14.5
9/2/23, 12:26:00 AM,C,11.5
9/2/23, 4:41:00 AM,C,9.5
9/2/23, 8:56:00 AM,C,13
9/2/23, 1:11:00 PM,C,20
9/2/23, 5:26:00 PM,C,19.5
9/2/23, 9:41:00 PM,C,13.5
9/3/23, 1:56:00 AM,C,11.5
9/3/23, 6:11:00 AM,C,9.5
9/3/23, 10:26:00 AM,C,15.5
9/3/23, 2:41:00 PM,C,5.5
9/3/23, 6:56:00 PM,C,7.5
9/3/23, 11:11:00 PM,C,7
9/4/23, 3:26:00 AM,C,6
9/4/23, 7:41:00 AM,C,6
9/4/23, 11:56:00 AM,C,14
9/4/23, 4:11:00 PM,C,15.5
9/4/23, 8:26:00 PM,C,8.5
9/5/23, 12:41:00 AM,C,5.5
9/5/23, 4:56:00 AM,C,4.5
9/5/23, 9:11:00 AM,C,8.5
9/5/23, 1:26:00 PM,C,18.5
9/5/23, 5:41:00 PM,C,15.5
9/5/23, 9:56:00 PM,C,9
9/6/23, 2:11:00 AM,C,7
9/6/23, 6:26:00 AM,C,5.5
9/6/23, 10:41:00 AM,C,12.5
9/6/23, 2:56:00 PM,C,21
9/6/23, 7:11:00 PM,C,13.5
9/6/23, 11:26:00 PM,C,9
9/7/23, 3:41:00 AM,C,7
9/7/23, 7:56:00 AM,C,6.5
9/7/23, 12:11:00 PM,C,13.5
9/7/23, 4:26:00 PM,C,17.5
9/7/23, 8:41:00 PM,C,10.5
9/8/23, 12:56:00 AM,C,7.5
9/8/23, 5:11:00 AM,C,6
9/8/23, 9:26:00 AM,C,10.5
9/8/23, 1:41:00 PM,C,20.5
9/8/23, 5:56:00 PM,C,17.5
9/8/23, 10:11:00 PM,C,10
9/9/23, 2:26:00 AM,C,6.5
9/9/23, 6:41:00 AM,C,5
9/9/23, 10:56:00 AM,C,14.5
9/9/23, 3:11:00 PM,C,21
9/9/23, 7:26:00 PM,C,13
9/9/23, 11:41:00 PM,C,9.5
9/10/23, 3:56:00 AM,C,8
9/10/23, 8:11:00 AM,C,8
9/10/23, 12:26:00 PM,C,11
9/10/23, 4:41:00 PM,C,10.5
9/10/23, 8:56:00 PM,C,7.5
9/11/23, 1:11:00 AM,C,6
9/11/23, 5:26:00 AM,C,5
9/11/23, 9:41:00 AM,C,8
9/11/23, 1:56:00 PM,C,9
9/11/23, 6:11:00 PM,C,9.5
9/11/23, 10:26:00 PM,C,6.5
9/12/23, 2:41:00 AM,C,4
9/12/23, 6:56:00 AM,C,2.5
9/12/23, 11:11:00 AM,C,14.5
9/12/23, 3:26:00 PM,C,17
9/12/23, 7:41:00 PM,C,9.5
9/12/23, 11:56:00 PM,C,6
9/13/23, 4:11:00 AM,C,4
9/13/23, 8:26:00 AM,C,5.5
9/13/23, 12:41:00 PM,C,13
9/13/23, 4:56:00 PM,C,14.5
9/13/23, 9:11:00 PM,C,7
9/14/23, 1:26:00 AM,C,4.5
9/14/23, 5:41:00 AM,C,4
9/14/23, 9:56:00 AM,C,7.5
9/14/23, 2:11:00 PM,C,5.5
9/14/23, 6:26:00 PM,C,6
9/14/23, 10:41:00 PM,C,5
9/15/23, 2:56:00 AM,C,5
9/15/23, 7:11:00 AM,C,4
9/15/23, 11:26:00 AM,C,6
9/15/23, 3:41:00 PM,C,9.5
9/15/23, 7:56:00 PM,C,5
9/16/23, 12:11:00 AM,C,2
9/16/23, 4:26:00 AM,C,0.5
9/16/23, 8:41:00 AM,C,0.5
9/16/23, 12:56:00 PM,C,16
9/16/23, 5:11:00 PM,C,15.5
9/16/23, 9:26:00 PM,C,6.5
9/17/23, 1:41:00 AM,C,3.5
9/17/23, 5:56:00 AM,C,2.5
9/17/23, 10:11:00 AM,C,8.5
9/17/23, 2:26:00 PM,C,17
9/17/23, 6:41:00 PM,C,11
9/17/23, 10:56:00 PM,C,7
9/18/23, 3:11:00 AM,C,4.5
9/18/23, 7:26:00 AM,C,4
9/18/23, 11:41:00 AM,C,12
9/18/23, 3:56:00 PM,C,12.5
9/18/23, 8:11:00 PM,C,7
9/19/23, 12:26:00 AM,C,5
9/19/23, 4:41:00 AM,C,4
9/19/23, 8:56:00 AM,C,4.5
9/19/23, 1:11:00 PM,C,14.5
9/19/23, 5:26:00 PM,C,11.5
9/19/23, 9:41:00 PM,C,7
9/20/23, 1:56:00 AM,C,4.5
9/20/23, 6:11:00 AM,C,3.5
9/20/23, 10:26:00 AM,C,10
9/20/23, 2:41:00 PM,C,16.5
9/20/23, 6:56:00 PM,C,9.5
9/20/23, 11:11:00 PM,C,6
9/21/23, 3:26:00 AM,C,4
9/21/23, 7:41:00 AM,C,3
9/21/23, 11:56:00 AM,C,13
9/21/23, 4:11:00 PM,C,13.5
9/21/23, 8:26:00 PM,C,7.5
9/22/23, 12:41:00 AM,C,4.5
9/22/23, 4:56:00 AM,C,3
9/22/23, 9:11:00 AM,C,5.5
9/22/23, 1:26:00 PM,C,16
9/22/23, 5:41:00 PM,C,13.5
9/22/23, 9:56:00 PM,C,6.5
9/23/23, 2:11:00 AM,C,3.5
9/23/23, 6:26:00 AM,C,1
9/23/23, 10:41:00 AM,C,4
9/23/23, 2:56:00 PM,C,9.5
9/23/23, 7:11:00 PM,C,6.5
9/23/23, 11:26:00 PM,C,3
9/24/23, 3:41:00 AM,C,1.5
9/24/23, 7:56:00 AM,C,1.5
9/24/23, 12:11:00 PM,C,11.5
9/24/23, 4:26:00 PM,C,15
9/24/23, 8:41:00 PM,C,6.5
9/25/23, 12:56:00 AM,C,3
9/25/23, 5:11:00 AM,C,1.5
9/25/23, 9:26:00 AM,C,6.5
9/25/23, 1:41:00 PM,C,18
9/25/23, 5:56:00 PM,C,14.5
9/25/23, 10:11:00 PM,C,7.5
9/26/23, 2:26:00 AM,C,5
9/26/23, 6:41:00 AM,C,4
9/26/23, 10:56:00 AM,C,11.5
9/26/23, 3:11:00 PM,C,19.5
9/26/23, 7:26:00 PM,C,10.5
9/26/23, 11:41:00 PM,C,7
9/27/23, 3:56:00 AM,C,5
9/27/23, 8:11:00 AM,C,5.5
9/27/23, 12:26:00 PM,C,17
9/27/23, 4:41:00 PM,C,18
9/27/23, 8:56:00 PM,C,9.5
9/28/23, 1:11:00 AM,C,7
9/28/23, 5:26:00 AM,C,6.5
9/28/23, 9:41:00 AM,C,11
9/28/23, 1:56:00 PM,C,20.5
9/28/23, 6:11:00 PM,C,14.5
9/28/23, 10:26:00 PM,C,9
9/29/23, 2:41:00 AM,C,6.5
9/29/23, 6:56:00 AM,C,5.5
9/29/23, 11:11:00 AM,C,15.5
9/29/23, 3:26:00 PM,C,21
9/29/23, 7:41:00 PM,C,11.5
9/29/23, 11:56:00 PM,C,8
9/30/23, 4:11:00 AM,C,5.5
9/30/23, 8:26:00 AM,C,6
9/30/23, 12:41:00 PM,C,18
9/30/23, 4:56:00 PM,C,11.5
9/30/23, 9:11:00 PM,C,7.5
10/1/23, 1:26:00 AM,C,7
10/1/23, 5:41:00 AM,C,6
10/1/23, 9:56:00 AM,C,11.5
10/1/23, 2:11:00 PM,C,15.5
10/1/23, 6:26:00 PM,C,11
10/1/23, 10:41:00 PM,C,7
10/2/23, 2:56:00 AM,C,5.5
10/2/23, 7:11:00 AM,C,5
10/2/23, 11:26:00 AM,C,12
10/2/23, 3:41:00 PM,C,11.5
10/2/23, 7:56:00 PM,C,7.5
10/3/23, 12:11:00 AM,C,4.5
10/3/23, 4:26:00 AM,C,2
10/3/23, 8:41:00 AM,C,1.5
10/3/23, 12:56:00 PM,C,6.5
10/3/23, 5:11:00 PM,C,9
10/3/23, 9:26:00 PM,C,2.5
10/4/23, 1:41:00 AM,C,1.5
10/4/23, 5:56:00 AM,C,1
10/4/23, 10:11:00 AM,C,4.5
10/4/23, 2:26:00 PM,C,10
10/4/23, 6:41:00 PM,C,5.5
10/4/23, 10:56:00 PM,C,2.5
10/5/23, 3:11:00 AM,C,2
10/5/23, 7:26:00 AM,C,1
10/5/23, 11:41:00 AM,C,9
10/5/23, 3:56:00 PM,C,13
10/5/23, 8:11:00 PM,C,5.5
10/6/23, 12:26:00 AM,C,3
10/6/23, 4:41:00 AM,C,3
10/6/23, 8:56:00 AM,C,3
10/6/23, 1:11:00 PM,C,10
10/6/23, 5:26:00 PM,C,12
10/6/23, 9:41:00 PM,C,4.5
10/7/23, 1:56:00 AM,C,3.5
10/7/23, 6:11:00 AM,C,2
10/7/23, 10:26:00 AM,C,8.5
10/7/23, 2:41:00 PM,C,17.5
10/7/23, 6:56:00 PM,C,8.5
10/7/23, 11:11:00 PM,C,4
10/8/23, 3:26:00 AM,C,3.5
10/8/23, 7:41:00 AM,C,3
10/8/23, 11:56:00 AM,C,13
10/8/23, 4:11:00 PM,C,17.5
10/8/23, 8:26:00 PM,C,7
